ChEMBL_ID,SMILES,MolecularWeight,MaxClinicalPhase,csp3_quota,AlogP
CHEMBL1627201,C[S@+]([O-])CCCCN=C=S,177.29,2.0,0.833,1.25
CHEMBL596186,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,323.2,3.0,0.556,-2.45
CHEMBL556578,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.Cl,321.8,4.0,0.529,1.2
CHEMBL1200701,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],510.33,4.0,0.368,3.2
CHEMBL15913,Nc1cc[nH]c(=O)n1,111.1,2.0,0.0,-0.65
CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,316.38,4.0,0.312,3.72
CHEMBL389507,O=C(Nc1ccc(O)cc1)c1ccccc1O,229.24,1.0,0.0,2.35
CHEMBL770,c1ccc(CC2=NCCN2)cc1,160.22,4.0,0.3,1.23
CHEMBL3989887,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,822.05,4.0,0.773,4.64
CHEMBL3989676,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O.O,342.4,4.0,0.263,3.49
CHEMBL1762,Cc1cccc(C)c1NC(=O)C(C)N,192.26,4.0,0.364,1.59
CHEMBL1725,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,791.11,4.0,0.5,-0.41
CHEMBL1096979,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,257.25,4.0,0.3,-1.76
CHEMBL4297408,CC[C@@H]1SC2(CCN(C)CC2)NC1=O,214.33,2.0,0.9,1.05
CHEMBL1200483,CC1NCCOC1c1ccccc1.Cl,213.71,4.0,0.455,1.74
CHEMBL1231574,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,459.46,4.0,0.35,-0.26
CHEMBL132530,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,302.41,4.0,0.789,3.97
CHEMBL479,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.59,4.0,0.429,5.89
CHEMBL3182532,CCCCCCOc1cc(C)c(O)c(C)c1C,236.35,1.0,0.6,4.28
CHEMBL3039113,CCNC(=O)CC[C@H](N)C(=O)O,174.2,3.0,0.714,-0.69
CHEMBL5095225,Cc1nc(-c2ccccc2F)c(C(=O)NC(Cc2ccccc2)C(=O)C(N)=O)o1,395.39,2.0,0.143,2.18
CHEMBL1200948,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,410.51,4.0,0.333,4.12
CHEMBL5095227,O=C1CC[C@H](N2C(=O)c3cccc4c(Cc5ccc(CN6CCOCC6)cc5)ccc2c34)C(=O)N1,469.54,1.0,0.321,3.03
CHEMBL990,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,317.48,4.0,0.304,5.77
CHEMBL2103822,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,245.32,4.0,0.533,2.25
CHEMBL2105581,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,383.47,4.0,0.471,0.73
CHEMBL58510,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,515.87,4.0,0.5,4.81
CHEMBL1201155,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,445.9,4.0,0.318,3.77
CHEMBL1184360,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,293.44,4.0,0.533,3.08
CHEMBL155886,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(C)=O,343.55,2.0,0.95,4.33
CHEMBL447878,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,221.21,2.0,0.875,-3.08
CHEMBL1201773,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl,409.91,4.0,0.4,3.89
CHEMBL3545333,CN1C(=O)C(F)=C[C@]2(C)C3CC[C@@]4(C)C(CC[C@@H]4C(=O)NCc4nc5ncccc5[nH]4)C3CCC12,479.6,2.0,0.63,4.13
CHEMBL1563,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,563.99,4.0,0.444,1.03
CHEMBL4297354,Cc1nc(C)c(-c2ccc(C3CCC(CC(=O)O)CC3)cc2)nc1C(N)=O,367.45,1.0,0.429,3.61
CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.63,4.0,0.182,7.26
CHEMBL90,NCCc1c[nH]cn1,111.15,4.0,0.4,-0.09
CHEMBL1200538,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,434.5,4.0,0.708,2.47
CHEMBL1711,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl,247.72,4.0,0.455,1.13
CHEMBL95431,NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N,424.68,3.0,0.059,3.2
CHEMBL1230314,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,304.39,4.0,0.667,1.55
CHEMBL1592,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.52,4.0,0.4,2.57
CHEMBL539,CC(=O)O,60.05,4.0,0.5,0.09
CHEMBL46058,CCCl,64.52,4.0,1.0,1.25
CHEMBL272980,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,396.45,2.0,0.043,3.99
CHEMBL1162144,CC(=O)C(=O)O,88.06,2.0,0.333,-0.34
CHEMBL1323,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,547.67,4.0,0.519,2.38
CHEMBL719,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,500.63,4.0,0.846,2.59
CHEMBL431701,COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O,482.44,3.0,0.24,2.36
CHEMBL454950,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,480.9,4.0,0.409,-0.21
CHEMBL441765,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,369.34,1.0,0.632,4.4
CHEMBL190677,O=C(c1ccccc1)C(O)c1ccccc1,212.25,4.0,0.071,2.6
CHEMBL455491,C=CC(=C)CCC=C(C)C,136.24,1.0,0.4,3.48
CHEMBL405,CC(N)Cc1ccccc1,135.21,4.0,0.333,1.58
CHEMBL1201073,O=C(O)[C@@H](S)[C@@H](S)C(=O)O,182.22,4.0,0.5,-0.25
CHEMBL266125,Cc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,644.88,3.0,0.541,5.23
CHEMBL1200586,CCCNC(C)C(=O)Nc1ccccc1C.Cl,256.78,4.0,0.462,2.32
CHEMBL4065616,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,602.59,4.0,0.481,2.31
CHEMBL430497,Clc1ccc(OC[C@H]2CCN2)cn1,198.65,2.0,0.444,1.48
CHEMBL621,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,371.87,4.0,0.368,2.36
CHEMBL3301604,O=C(O)COC[C@H]1CC[C@H](COC(=O)N(c2ccccc2)c2ccc(Cl)cc2)CC1,431.92,3.0,0.391,5.52
CHEMBL3780740,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1.O=S(=O)(O)O,578.63,3.0,0.25,3.69
CHEMBL1201068,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2.Cl,376.95,4.0,0.35,4.83
CHEMBL4297220,Cl.O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cc[nH]n2)c1,486.31,4.0,0.25,3.46
CHEMBL3707349,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(-c4csc(-c5ccccc5)n4)cc32)c1C,539.71,2.0,0.258,5.99
CHEMBL1213135,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,441.48,4.0,0.348,1.53
CHEMBL363387,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21,376.36,2.0,0.111,4.34
CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,336.43,4.0,0.556,2.37
CHEMBL814,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,318.34,4.0,0.533,3.2
CHEMBL2105630,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O.Cl,653.22,1.0,0.562,1.91
CHEMBL1411979,CN(C)CCN(Cc1cccs1)c1ccccn1,261.39,4.0,0.357,2.71
CHEMBL578,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,376.45,4.0,0.55,1.6
CHEMBL2424780,CCCCOc1nc(N)c2c(n1)N(Cc1cccc(CN3CCCC3)c1)CC(=O)N2,410.52,2.0,0.5,2.79
CHEMBL1771,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,321.83,4.0,0.312,3.67
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,317.22,4.0,0.333,2.45
CHEMBL1200356,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,341.43,4.0,0.8,0.28
CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4,4.0,0.0,3.7
CHEMBL1042,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,384.65,4.0,0.778,7.62
CHEMBL2110948,C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,340.44,4.0,0.381,2.7
CHEMBL3039733,C[C@@H](CN1CC[C@@]2(C)c3cccc(O)c3C[C@@H]1C2(C)C)OCc1ccccc1,379.54,1.0,0.52,4.91
CHEMBL4297511,N[C@@H](CCS(=O)(=O)O)CSSC[C@@H](N)CCS(=O)(=O)O,368.52,3.0,1.0,-0.42
CHEMBL1229211,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,419.38,4.0,0.35,1.35
CHEMBL1201224,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,511.57,4.0,0.375,-0.87
CHEMBL1029,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,219.28,4.0,1.0,-1.45
CHEMBL3219616,CC[C@]1(c2cccc(NS(C)(=O)=O)c2)[C@@H]2CN(CC3(O)Cc4ccccc4C3)C[C@@H]21,426.58,2.0,0.5,2.8
CHEMBL517231,C#C[C@]1(CO)O[C@@H](n2cnc3c(N)nc(F)nc32)C[C@@H]1O,293.26,3.0,0.417,-0.81
CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,378.43,4.0,0.286,2.99
CHEMBL4594288,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl.O=C(O)/C=C\C(=O)O,524.95,4.0,0.333,2.27
CHEMBL4650368,COc1ncc(C)c(-c2ccc3c(c2)[nH]c(=O)c2cnn([C@H]4CCOC4)c23)c1C,390.44,2.0,0.318,3.53
CHEMBL2105965,CC1=C(c2ccc(O)cc2)[C@H](c2ccc(OCCN3CCCCC3)cc2)Oc2cc(O)ccc21.Cl,494.03,2.0,0.31,6.03
CHEMBL3286830,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,406.42,4.0,0.238,2.8
CHEMBL1201345,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,294.46,4.0,1.0,4.22
CHEMBL2107818,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,750.76,3.0,0.459,0.39
CHEMBL4594419,CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3cc(C(C)(C)C)nn23)C1=O,484.65,2.0,0.72,2.25
CHEMBL2110587,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl,415.12,3.0,0.0,3.94
CHEMBL3894518,CCn1nc(C2CCN(C(=O)CCO)CC2)nc1-c1cnc(N)c(-c2nnc(C(C)(C)C)o2)n1,469.55,1.0,0.591,1.77
CHEMBL4297493,CC1(C)CC(=C(c2ccc(O)cc2)c2ccc(C(=O)O)cc2)CC(C)(C)C1,364.49,2.0,0.375,6.13
CHEMBL4297629,COc1ccc([C@@H](O)c2cc(-c3ncnc4cc(N5CCOCC5)ccc34)c(F)cc2Cl)nn1,481.92,1.0,0.25,3.81
CHEMBL232656,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,434.9,2.0,0.333,3.08
CHEMBL1734,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,362.47,4.0,0.435,3.86
CHEMBL1628688,COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1,424.44,3.0,0.105,2.71
CHEMBL1257,FC(F)OC(F)(F)C(F)Cl,184.49,4.0,1.0,2.35
CHEMBL544428,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,300.83,4.0,0.333,3.08
CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,386.48,4.0,0.045,4.64
CHEMBL1094,NC(=O)OCC(COC(N)=O)c1ccccc1,238.24,4.0,0.273,0.96
CHEMBL1077896,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.41,4.0,0.588,3.51
CHEMBL2096631,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],408.92,4.0,0.062,2.58
CHEMBL2105977,C[N+]1(CC2CC2)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-],438.36,3.0,0.667,1.84
CHEMBL457077,O=C(/C=C/c1ccc(O)c(O)c1/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,494.45,1.0,0.077,3.34
CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,256.1,4.0,0.0,2.01
CHEMBL920,C[N+](C)(C)CCO,104.17,0.5,1.0,-0.32
CHEMBL146,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,220.36,2.0,0.6,4.3
CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,320.32,4.0,0.4,0.66
CHEMBL750,NS(=O)(=O)Cc1noc2ccccc12,212.23,4.0,0.125,0.62
CHEMBL2062276,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O=C(O)C(O)C(O)C(=O)O,433.5,4.0,0.565,3.64
CHEMBL1345,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O,296.39,4.0,0.9,0.74
CHEMBL49642,O=C(Nc1ccncc1)C(=O)c1cn(Cc2ccc(Cl)cc2)c2ccccc12,389.84,1.0,0.045,4.56
CHEMBL251634,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.47,4.0,0.727,2.64
CHEMBL1200584,Nc1ccc(C(=O)[O-])c(O)c1.[K+],191.23,4.0,0.0,0.67
CHEMBL549386,CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O,315.69,3.0,0.889,2.53
CHEMBL4525964,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,757.95,3.0,0.711,3.9
CHEMBL1201229,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,556.79,4.0,0.562,6.76
CHEMBL260402,COC(=O)c1cncn1[C@H](C)c1ccc(I)cc1,356.16,1.0,0.231,2.88
CHEMBL2105661,CCNCCS(=O)(=O)NC[C@@]1(c2ccccc2)SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C,511.71,2.0,0.609,2.42
CHEMBL3989819,CCCn1c(=O)c2nc([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)[nH]c2n(CCC)c1=O,344.42,2.0,0.722,1.6
CHEMBL2107339,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1.O=C(O)/C=C\C(=O)O,381.43,3.0,0.286,2.48
CHEMBL4297498,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccncc4c3)CC2)c1,382.43,2.0,0.261,5.59
CHEMBL703,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.4,4.0,0.857,0.27
CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,287.45,4.0,0.684,3.94
CHEMBL2360079,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,643.72,4.0,0.323,3.49
CHEMBL4650341,COC(=O)N1CCC[C@H](NS(C)(=O)=O)[C@@H]1CO[C@H]1CC[C@@H](c2ccccc2)CC1,424.56,1.0,0.667,2.88
CHEMBL359164,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,213.19,2.0,0.5,-1.31
CHEMBL2364628,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,433.51,2.0,0.25,4.13
CHEMBL3781751,N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,230.35,2.0,0.6,2.4
CHEMBL2110367,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,678.73,4.0,0.286,1.26
CHEMBL2151205,COc1nc(/C=C/c2nc3n(n2)CCC[C@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,480.49,1.0,0.28,5.29
CHEMBL4297326,COc1cccc(C(=O)Nc2ccc3c(c2)CCN(C(=O)Oc2ccccc2)C3)c1-c1ccc(C(F)(F)F)cc1,546.55,2.0,0.161,7.19
CHEMBL2105804,Cc1cc(C)c2c3ccccc3n(Cc3cccc([C@@H](C(=O)N[C@@H](CO)c4ccccc4)C4CCCC4)c3)c2n1,531.7,2.0,0.314,6.98
CHEMBL290352,CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,615.78,3.0,0.394,6.16
CHEMBL3989408,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.O.O.[Na+],264.3,4.0,0.462,3.07
CHEMBL4297587,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1,439.49,2.0,0.348,2.75
CHEMBL4227505,CNC(=O)c1cc(Oc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)ccn1,398.49,2.0,0.35,3.56
CHEMBL523367,COc1cc(C(C#N)(CCCN(C)CCc2ccccc2)C(C)C)cc(OC)c1OC,424.59,2.0,0.5,5.08
CHEMBL1868702,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,308.42,4.0,0.571,3.72
CHEMBL1257015,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,376.42,4.0,0.143,2.35
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,471.69,4.0,0.438,6.45
CHEMBL164660,O=c1ccc2cc3ccoc3cc2o1,186.17,1.0,0.0,2.54
CHEMBL1559,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,479.15,4.0,0.167,6.45
CHEMBL1200617,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,370.53,4.0,0.75,4.5
CHEMBL4802293,O=C(c1cccc(F)c1-c1ncccn1)N1C[C@H]2C[C@@H](Oc3ccc(C(F)(F)F)cn3)[C@@H]1C2,458.42,2.0,0.304,4.38
CHEMBL155625,OCc1c[nH]c2ccccc12,147.18,2.0,0.111,1.66
CHEMBL32479,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,393.7,3.0,0.133,4.4
CHEMBL3184906,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1.O,407.45,4.0,0.278,0.71
CHEMBL1389,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,312.45,4.0,0.762,3.88
CHEMBL281594,Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,450.57,3.0,0.357,5.32
CHEMBL2107337,Cl.Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,552.08,3.0,0.219,4.93
CHEMBL1412,C1CNCCN1,86.14,4.0,1.0,-0.82
CHEMBL225304,N=C(N)NN,74.09,1.0,0.0,-1.66
CHEMBL2146063,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,515.35,4.0,0.409,0.44
CHEMBL3348963,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1.O=C(O)CNC(=O)c1ccccc1,754.17,4.0,0.222,4.99
CHEMBL2107827,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,787.22,2.0,0.459,0.39
CHEMBL4297357,N[C@H](Cc1ccc(OC[18F])cc1)C(=O)O,212.21,1.0,0.3,0.95
CHEMBL944,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl,307.22,4.0,0.462,2.42
CHEMBL4650330,Cc1ccn(-c2nc(NC3CCC(F)(F)CC3)cc(N3CCOCC3)n2)n1,378.43,2.0,0.611,2.8
CHEMBL1201192,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1,273.36,4.0,0.133,2.01
CHEMBL2016757,N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](CO)[C@@H](O)[C@H]1O,291.27,1.0,0.417,-1.86
CHEMBL4594426,N#Cc1ccc(COc2ccc(C#Cc3ccc(C(F)(F)[C@](O)(Cn4cnnn4)c4ccc(F)cc4F)nc3)cc2)cc1,584.53,1.0,0.129,4.88
CHEMBL2364625,O=C([O-])C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1.[Na+],477.46,2.0,0.32,6.65
CHEMBL4871106,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,449.86,1.0,0.286,4.26
CHEMBL3314565,COC[C@H](C)NC(=O)c1nc(N2CC[C@@H](NC(=O)c3[nH]c(C)c(Cl)c3Cl)[C@@H](OC)C2)sc1C(=O)O,548.45,1.0,0.524,2.57
CHEMBL3137314,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)O)c3O[C@H]2C[C@H]1O,398.5,3.0,0.542,3.29
CHEMBL3545027,COC(=O)Nc1nc2cc(C3(O)c4ccccc4C(=O)N3c3cc(Cl)ccc3C)ccc2[nH]1,462.89,2.0,0.125,4.56
CHEMBL255044,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N,304.32,4.0,0.2,2.98
CHEMBL4596392,CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,422.45,4.0,0.3,1.73
CHEMBL1604,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,349.41,4.0,0.438,0.35
CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,824.97,4.0,0.565,3.52
CHEMBL13828,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,426.56,4.0,0.296,4.13
