ChEMBL_ID,SMILES,MolecularWeight,MaxClinicalPhase,csp3_quota,AlogP
CHEMBL4594380,[2H]c1c([2H])c([2H])c2c([nH]c(=O)n2CCCN2CCC(n3c(=O)[nH]c4cc(Cl)ccc43)CC2)c1[2H],429.94,2.0,0.364,3.35
CHEMBL1599,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,423.47,4.0,0.353,0.48
CHEMBL1201237,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,291.39,4.0,0.588,2.33
CHEMBL2322189,C[C@@H]1O[C@@H]1P(=O)([O-])O.[Na+],160.04,3.0,1.0,-0.09
CHEMBL3137317,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1.O=P(O)(O)O.O=P(O)(O)O,681.49,4.0,0.308,5.82
CHEMBL4650311,O=C1C2=C(CCN(Cc3ccccc3)C2)N2CCN=C2N1Cc1ccc(F)cc1F,408.45,1.0,0.304,3.14
CHEMBL1697737,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,318.83,4.0,0.25,3.78
CHEMBL3989904,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC=Cc2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C,765.95,3.0,0.643,5.11
CHEMBL4650718,N[C@@]1(c2ccccc2Cl)CCC[C@@H](O)C1=O,239.7,1.0,0.417,1.61
CHEMBL1201320,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,345.42,4.0,0.294,2.9
CHEMBL3301618,CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,458.61,2.0,0.393,5.01
CHEMBL1254771,COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1,502.64,2.0,0.44,1.96
CHEMBL3125702,CC(C)[C@@H](CS(=O)(=O)C(C)C)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,568.56,2.0,0.5,6.38
CHEMBL4650359,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H]3C=C(CC/C=C(\C)CC[C@@H]12)C(=O)O3,328.41,1.0,0.5,3.79
CHEMBL2163631,COc1cc(C(=O)c2c[nH]c(-c3c[nH]c4ccccc34)n2)cc(OC)c1OC,377.4,3.0,0.143,3.81
CHEMBL1929396,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,383.46,3.0,0.526,0.65
CHEMBL2103821,O=c1ncc(I)cn1[C@H]1C[C@H](O)[C@@H](CO)O1,338.1,1.0,0.556,-0.51
CHEMBL1951095,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,558.56,4.0,0.481,0.29
CHEMBL4650313,Cc1cc(S(=O)(=O)Nc2cscn2)c(F)cc1N(C)[C@H]1CCN(Cc2ccccc2)C1,460.6,2.0,0.318,4.1
CHEMBL3989691,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,564.64,4.0,0.241,4.56
CHEMBL3989885,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.CC(CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)C(O)C(O)C(=O)O,747.0,4.0,0.35,4.49
CHEMBL4297278,CC[C@H](O)[C@@H](C)[C@H]1O[C@@H]1C[C@@](C)(O)/C=C/C=C(\C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C3CCCCCC3)CC2)/C=C/[C@@H]1C,718.97,1.0,0.8,5.05
CHEMBL1938870,O=C(O)Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1,467.26,1.0,0.353,2.36
CHEMBL56900,c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,292.39,3.0,0.278,2.49
CHEMBL3113734,Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1,499.49,2.0,0.269,4.78
CHEMBL1209734,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,658.65,2.0,0.467,3.35
CHEMBL11662,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,228.25,3.0,0.077,2.03
CHEMBL2147777,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,426.59,3.0,0.545,1.57
CHEMBL1823518,CCOC(=O)[C@H](C)NP(=O)(COCCn1cnc2c(NC3CC3)nc(N)nc21)N[C@@H](C)C(=O)OCC,526.54,1.0,0.667,1.23
CHEMBL1186610,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,282.45,4.0,0.941,3.52
CHEMBL2019090,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,414.48,2.0,0.435,3.42
CHEMBL273386,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,184.11,2.0,0.0,1.21
CHEMBL904,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1.Cl,269.77,4.0,0.5,2.09
CHEMBL3989786,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.Cl.Cl,518.94,4.0,0.435,4.51
CHEMBL2387742,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,286.42,2.0,0.474,5.07
CHEMBL3544908,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,522.55,4.0,0.25,3.71
CHEMBL4303187,CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1,394.86,2.0,0.143,3.4
CHEMBL4650733,N=C(NC(=N)N1CCCC1)Nc1ccc(OC(F)(F)F)cc1,315.3,1.0,0.385,2.55
CHEMBL1742420,CCOC(=O)NC(=N)c1ccc(OCc2cccc(COc3ccc(C(C)(C)c4ccc(O)cc4)cc3)c2)cc1,538.64,2.0,0.212,6.95
CHEMBL3039511,COc1cc(CNCCC2CCOCC2)ccc1Oc1cnc(C(N)=O)cn1,386.45,3.0,0.45,2.28
CHEMBL1289494,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,454.87,4.0,0.136,5.64
CHEMBL2402737,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,616.49,3.0,0.323,6.94
CHEMBL1096237,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,869.92,1.0,0.447,3.96
CHEMBL1171829,C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F,543.46,3.0,0.429,3.94
CHEMBL297884,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1,774.94,2.0,0.55,6.05
CHEMBL4802162,Cc1ccn(-c2ccc(C(=O)N3CC[C@@](C)(C(=O)N[C@@H](C)CO)Cc4ccccc43)c(C)c2)n1,460.58,2.0,0.37,3.59
CHEMBL2386346,CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,727.8,1.0,0.474,7.75
CHEMBL2043437,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,374.45,4.0,0.286,3.39
CHEMBL227875,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,359.26,4.0,0.357,2.67
CHEMBL1949708,Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O,372.29,3.0,0.333,-4.01
CHEMBL2017179,Cc1cc(C)c2c(c1)[C@@H](N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1nnn(C)n1)CCCN2C[C@H]1CC[C@H](C(=O)O)CC1,638.66,3.0,0.548,7.1
CHEMBL126648,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCc2nnn[nH]2)C(=O)O)c(F)c1,532.54,2.0,0.269,2.06
CHEMBL3989951,O[C@H](C[C@H]1c2c(F)cccc2-c2cncn21)[C@H]1CC[C@H](O)CC1,316.38,1.0,0.5,2.89
CHEMBL1852688,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,560.49,4.0,0.346,5.35
CHEMBL4297346,COc1ccc2c(c1)nc([S+]([O-])Cc1ncc(C)c(OC)c1C)n2S(=O)(=O)c1ccc(OCC(=O)O)cc1,559.62,1.0,0.24,3.07
CHEMBL2220486,CNC(=O)c1cccc2cc(Oc3ccnc4cc(OCC5(N)CC5)c(OC)cc34)ccc12,443.5,2.0,0.231,4.42
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,306.24,4.0,0.294,5.18
CHEMBL5095198,CCC(CC)c1cc(C)nc2c(-c3nc(N4CCOCC4)sc3Cl)c(C)nn12,419.98,2.0,0.55,4.86
CHEMBL1679,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,473.45,4.0,0.3,-0.73
CHEMBL2111186,C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)O)C(=O)O)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,711.77,3.0,0.342,5.95
CHEMBL313971,COc1cc(CNC(=O)CCCC/C=C\C(C)C)ccc1O,305.42,3.0,0.5,3.79
CHEMBL4078100,COc1nnc2ccc(N3CCC(c4ccc(OCCN5CCN(C)C(=O)[C@H]5C)cc4)CC3)nn12,479.59,1.0,0.52,2.06
CHEMBL8030,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,202.21,2.0,0.091,1.87
CHEMBL1650559,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,592.69,4.0,0.88,-5.36
CHEMBL4211649,N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,408.46,2.0,0.16,4.01
CHEMBL350775,COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,603.72,2.0,0.441,5.02
CHEMBL206253,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,578.6,4.0,0.4,6.79
CHEMBL1321,CNNCc1ccc(C(=O)NC(C)C)cc1,221.3,4.0,0.417,1.05
CHEMBL2105801,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O.Cl,295.76,2.0,0.917,-1.13
CHEMBL3786343,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,486.6,2.0,0.192,5.1
CHEMBL518924,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21,349.48,3.0,0.429,3.58
CHEMBL542103,CC(C)c1cccc(C(C)C)c1NC(=O)NCC1(c2ccc(N(C)C)cc2)CCCC1.Cl,458.09,2.0,0.519,6.63
CHEMBL1571,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,300.4,4.0,0.684,3.59
CHEMBL54661,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,434.53,3.0,0.391,4.6
CHEMBL256563,C[C@](C#N)(COc1cc(C#N)ccc1C(F)(F)F)NC(=O)c1ccc(SC(F)(F)F)cc1,473.4,1.0,0.25,5.28
CHEMBL3545215,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,432.53,2.0,0.478,3.5
CHEMBL2035187,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,472.59,4.0,0.357,4.47
CHEMBL4802157,Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,668.65,3.0,0.455,6.06
CHEMBL1946618,CN(CCO)C(=O)c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1,498.65,2.0,0.276,4.85
CHEMBL4594434,C[C@H](NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1)c1ccccc1,382.26,2.0,0.105,4.18
CHEMBL4303782,COc1cc2c(c(OC)n1)[C@]1(O)[C@H](O)[C@H](CN(C)C)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,487.56,1.0,0.357,2.78
CHEMBL1213252,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,314.73,4.0,0.062,2.58
CHEMBL484,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,273.19,3.0,0.375,-0.44
CHEMBL597,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,281.36,4.0,0.235,2.84
CHEMBL1697771,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,370.79,3.0,0.105,2.61
CHEMBL1597,OCC(S)CS,124.23,4.0,1.0,0.21
CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,467.93,2.0,0.208,5.1
CHEMBL1200819,CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl,320.84,4.0,0.538,2.17
CHEMBL4297436,Cc1nc(-c2cccnc2)sc1C(=O)Nc1ccccc1-c1cn2c(CN3CCOCC3)csc2n1,516.65,2.0,0.231,4.97
CHEMBL1628233,O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+],376.28,4.0,0.0,2.84
CHEMBL1083659,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,450.93,4.0,0.304,4.11
CHEMBL1614637,CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,364.42,4.0,0.471,1.09
CHEMBL3545035,COCCCN1CC[C@@H](CNC(=O)c2cc(Cl)c(N)c3c2OC(C)(C)C3)[C@H](O)C1,425.96,2.0,0.667,2.08
CHEMBL44426,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,456.59,2.0,0.31,5.94
CHEMBL26424,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,283.41,2.0,0.368,4.0
CHEMBL2105705,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)C/C=C/S(=O)(=O)C(C)(C)C)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O,474.71,2.0,0.643,5.8
CHEMBL1272307,Cc1nc(C(=O)N2CCCC[C@H]2CNC(=O)c2cccc3occc23)c(-c2ccc(F)cc2)s1,477.56,2.0,0.269,5.43
CHEMBL3746388,Cn1cc(C(=O)O)c2ccc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,540.45,2.0,0.357,6.9
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,440.51,4.0,0.2,4.22
CHEMBL1096,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,298.3,4.0,0.188,2.75
CHEMBL2205230,CCc1cc2c(c(OCC(F)(F)F)c(C(=O)NC3CCN(C(=O)CO)CC3)n2C)c(=O)n1CC(=O)c1ccccc1,576.57,1.0,0.429,2.44
CHEMBL198362,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,435.89,4.0,0.316,2.52
CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,532.47,4.0,0.462,4.46
CHEMBL5095246,O=C(NO)c1ccc(CN(c2cnccn2)c2cnccn2)cc1,322.33,2.0,0.062,1.72
CHEMBL917,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,246.19,4.0,0.556,-1.68
CHEMBL4297518,CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1,531.68,1.0,0.538,2.45
CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,349.41,4.0,0.438,0.32
CHEMBL2040682,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,540.7,4.0,0.781,4.7
CHEMBL3392049,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],317.71,4.0,0.0,1.45
CHEMBL398338,CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12,348.45,1.0,0.333,4.67
CHEMBL98123,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl,375.85,4.0,0.25,3.86
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,288.43,4.0,0.842,3.88
CHEMBL482967,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,368.47,1.0,0.278,3.07
CHEMBL607,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,247.34,4.0,0.533,2.21
CHEMBL562,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.77,4.0,0.412,2.81
CHEMBL3989559,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.O.[Na+],423.37,4.0,0.25,2.88
CHEMBL1201037,Cl.NCCCC(N)(C(=O)O)C(F)F.O,236.65,4.0,0.833,-0.23
CHEMBL2105753,CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C.Cl,203.76,3.0,1.0,2.42
CHEMBL2151437,c1cnc2c(c1)C[C@@]1(CN3CCC1CC3)O2,216.28,2.0,0.615,1.48
CHEMBL205596,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,408.58,4.0,0.958,3.45
CHEMBL282042,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,766.96,4.0,0.513,3.09
CHEMBL4594415,CS(=O)(=O)[O-].CS(=O)(=O)[O-].ON=Cc1cc[n+](C[n+]2ccc(C=NO)cc2)cc1,448.48,1.0,0.2,0.38
CHEMBL4298128,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,597.66,4.0,0.538,4.02
CHEMBL3716552,COc1cc(OCc2csc(-c3ccc(C(=O)N(C)C)cc3)n2)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,561.65,2.0,0.185,5.63
CHEMBL4533605,O=C(NNC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)[C@@H]1CCCNC1,391.41,3.0,0.769,-1.86
CHEMBL4297401,Cc1ccc(N2CCNCC2)c(S(=O)(=O)O)c1.O,274.34,2.0,0.455,0.65
CHEMBL129482,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@@H](O)C2,290.27,2.0,0.2,1.55
CHEMBL2043025,COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,606.75,2.0,0.438,4.16
CHEMBL2346738,Fc1ccc2nc(CCC#Cc3ccccn3)cn2c1,265.29,2.0,0.125,2.85
CHEMBL1200675,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,598.09,4.0,0.281,6.22
CHEMBL4086816,O=C(CC1(c2ccccc2)C2CC3CC1CC(C2)C3O)N1CC(O)C1,341.45,1.0,0.667,1.94
CHEMBL1951865,Oc1ccc(-c2cc(OC3CCCC3)c3ccccc3n2)cc1O,321.38,1.0,0.25,4.63
CHEMBL1621346,Cc1c(S(=O)(=O)O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,374.41,2.0,0.368,3.49
CHEMBL2110372,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,350.87,4.0,0.538,1.46
CHEMBL1200972,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,326.27,4.0,0.294,3.53
CHEMBL507282,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1,773.32,3.0,0.556,-2.87
CHEMBL3989512,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,701.99,2.0,0.744,3.99
CHEMBL382300,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)OC(C)(C)C)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,871.93,2.0,0.659,3.66
CHEMBL4297315,N=C(N)c1ccc2nc(-c3cc(CC(=O)N[C@@H](CC(=O)O)C(=O)O)cc(-c4cc(S(N)(=O)=O)ccc4O)c3O)[nH]c2c1,596.58,2.0,0.115,0.83
CHEMBL4297293,Clc1ccc(-c2nn(Cc3ccccc3)c3c2CCNCC3)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,529.98,2.0,0.308,3.94
CHEMBL3670800,Cc1cc(C(=O)N(C)C)cc(NC(=O)[C@H]2CCC(=O)N2C2CCN(Cc3ccc(Cl)c(C)c3)CC2)n1,512.05,2.0,0.481,3.65
CHEMBL1401367,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],434.37,4.0,0.409,3.09
CHEMBL87563,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,321.38,3.0,0.438,1.81
CHEMBL4802161,CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,446.56,2.0,0.48,4.02
CHEMBL3918017,CC[C@@H](C(N)=O)N1C[C@H](C=C(F)F)CC1=O,232.23,3.0,0.6,0.88
CHEMBL4297520,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1,516.31,2.0,0.1,5.51
CHEMBL1742483,CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O,350.46,1.0,0.45,2.91
CHEMBL1626223,CN1CCCN=C1/C=C/c1cccs1,206.31,4.0,0.364,2.5
CHEMBL295316,CC1=CC(=O)c2c(O)cccc2C1=O,188.18,1.0,0.091,1.72
CHEMBL1201313,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,289.81,4.0,0.294,3.53
CHEMBL2104786,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,554.73,3.0,0.818,-1.63
CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,346.82,3.0,0.05,5.01
CHEMBL5095038,CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1,717.89,1.0,0.545,5.01
CHEMBL1201212,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,254.29,4.0,0.417,-0.19
CHEMBL1095930,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,510.48,4.0,0.4,-0.17
CHEMBL458876,Nc1nc(N)c2ncn([C@H]3CO[C@@H](CO)O3)c2n1,252.23,2.0,0.444,-1.15
CHEMBL1481,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,490.63,4.0,0.542,3.07
CHEMBL281398,CC(C)(C)N/C(=N\C#N)Nc1cccc(/C(=C\CCCC(=O)O)c2cccnc2)c1,405.5,2.0,0.304,4.41
CHEMBL3989870,CNCc1ccc(-c2cc(-c3nc(-c4ccc(S(=O)(=O)C(C)C)cc4)cnc3N)on2)cc1,463.56,2.0,0.208,3.95
CHEMBL341922,CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1.[Na+],276.27,2.0,0.125,3.11
CHEMBL4559134,COc1ccc(CN2C3CC2CN(c2ccc(-c4cc(OCC(C)(C)O)cn5ncc(C#N)c45)cn2)C3)cn1,525.61,4.0,0.379,3.28
CHEMBL3188267,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F,412.43,4.0,0.087,3.43
